fips,population
05019,22320
05023,24919
05025,7956
05027,23457
05029,20846
05031,110332
05033,63257
05035,47955
05037,16419
05041,11361
05043,18219
05045,126007
05051,99386
05053,18265
05055,45325
05057,21532
05059,33771
05063,37825
05069,66824
05075,16406
05079,13024
05109,10718
05111,23528
05113,19964
05115,64072
05119,391911
05125,122437
05129,7881
05131,127827
05133,17007
05137,12506
05139,38682
NA,NA
05141,16545
05143,239187
05145,78753
05147,6320
06001,1671329
06005,39752
06007,219186
06009,45905
06013,1153526
06017,192843
06019,999101
06023,135558
06025,181215
06027,18039
06029,900202
06037,10039107
06039,157327
06041,258826
06045,86749
06047,277680
06051,14444
06053,434061
06055,137744
06057,99755
06059,3175692
06061,398329
06065,2470546
06067,1552058
06069,62808
06071,2180085
06073,3338330
06075,881549
06077,762148
06079,283111
06081,766573
06083,446499
06085,1927852
06087,273213
06089,180080
06093,43539
06095,447643
06097,494336
06099,550660
06101,96971
06107,466195
NA,NA
06111,846006
06113,220500
06115,78668
08001,517421
08005,656590
08013,326196
08014,70465
08015,20356
08019,9700
08025,6061
08029,31162
08031,727211
08035,351154
08037,55127
08041,720403
08039,26729
08043,47839
08045,60061
08049,15734
08051,17462
08053,820
08055,6897
08059,582881
08067,56221
08069,356899
08075,22409
08077,154210
08085,42758
08087,29068
08089,18278
08093,18845
08097,17767
08101,168424
08107,25638
08113,8179
08117,31011
08119,25388
NA,NA
08123,324492
08125,10019
09001,943332
09003,891720
09005,180333
09007,162436
09009,854757
09011,265206
09013,150721
09015,116782
10001,180786
10003,558753
10005,234225
11001,705749
12001,269043
12003,29210
12005,174705
12007,28201
12009,601942
12011,1952778
12015,188910
12017,149657
12019,219252
12021,384902
12023,71686
12027,38001
12031,957755
12033,318316
12035,115081
12039,45660
12053,193920
12055,106221
12057,1471968
12061,159923
12063,46414
12069,367118
12071,770577
12073,293582
12081,403253
12083,365579
12085,161000
12086,2716940
12087,74228
12089,88625
12091,210738
12095,1393452
12097,375751
12099,1496770
12101,553947
12103,974996
12105,724777
12107,74521
12113,184313
12115,433742
12117,471826
12109,264672
12111,328297
12119,132420
NA,NA
12127,553284
12131,74071
13007,3038
13009,44890
13013,83240
13015,107738
13017,16700
13021,153159
13029,39627
13033,22383
13035,24936
13039,54666
13045,119992
13047,67580
13049,13392
13051,289430
13055,24789
13057,258773
13059,128331
13063,292256
13065,6618
13067,760141
13069,43273
13071,45600
13073,156714
13077,148509
13081,22372
13085,26108
13089,759297
13087,26404
13091,20605
13095,87956
13097,146343
13099,10190
13103,64296
13111,26188
13113,114421
13115,98498
13117,244252
13121,1063937
13127,85292
13129,57963
13133,18324
13135,936250
13139,204441
13145,35236
13149,11923
13151,234561
13153,157863
13155,9416
13157,72977
13159,14219
13169,28735
13171,19077
13175,47546
13177,29992
13179,61435
13181,7921
13183,19559
13185,117406
13187,33610
13193,12947
13195,29880
13199,21167
13201,5718
13205,21863
13207,27578
13211,19276
13215,195769
13217,111744
13219,40280
13223,168667
13225,27546
13227,32591
13229,19465
13233,42613
13235,11137
13243,6778
13245,202518
13247,90896
13253,8090
13255,66703
13257,25925
13261,29524
13267,25286
13269,8020
13271,15860
13273,8531
13275,44451
13277,40644
13285,69922
13287,7985
13289,8120
NA,NA
13297,94593
13299,35734
13303,20374
13311,30798
13313,104628
13317,9777
13321,20247
NA,NA
15001,201513
15003,974563
15007,72293
15009,167417
NA,NA
16001,481587
16005,87808
16011,46811
16013,23021
16027,229849
16031,24030
16043,13099
16049,16667
16051,29871
16055,165697
16065,39907
16069,40408
16075,23951
16081,12142
16083,86878
16085,11392
17001,65435
17019,209689
17021,32304
17027,37562
17031,5150233
17035,10766
17037,104897
17041,19465
17043,922921
17063,51054
17077,56750
17085,21235
17089,532403
17091,109862
17093,128990
17099,108669
17097,696535
17105,35648
17107,28618
17119,262966
17123,11438
17111,307774
17113,171517
17133,34637
17137,33658
17143,179179
17161,141879
17167,194672
17163,259686
17177,44498
NA,NA
17189,13887
17195,55175
17197,690743
17199,66597
17201,282572
17203,38459
18001,35777
18003,379299
18005,83779
18011,67843
18013,15092
18019,118302
18033,43475
18029,49458
18031,26559
18035,114135
18037,42736
18039,206341
18041,23102
18043,78522
18047,22758
18051,33659
18053,65769
18057,338011
18059,78168
18061,40515
18063,170311
18067,82544
18071,44231
18073,33562
18079,27735
18081,158167
18091,109888
18089,485493
18093,45370
18095,129569
18097,964582
18103,35516
18105,148431
18107,38338
18109,70489
18113,47744
18115,5875
18119,20799
18127,170389
18133,37576
18137,28324
18139,16581
18143,23873
18145,44729
18141,271826
18149,22995
18153,20669
18157,195732
18159,15148
18163,181451
18167,107038
18173,62998
18175,28036
18177,65884
18179,28296
19001,7152
19005,13687
19011,25645
19013,131228
19019,21175
19027,20165
19031,18627
19033,42450
19049,93453
19061,97311
19065,19650
19081,10630
19085,14049
19087,19954
19099,37185
19103,151140
19109,14813
19113,226706
19139,42664
19153,490161
19155,93206
19157,18504
19163,172943
19167,34855
19169,97117
19171,16854
19179,34969
19181,51466
19183,21965
19191,19991
19193,103107
20011,14534
20015,66911
20021,19939
20037,38818
20043,7600
20045,122259
20057,33619
20059,25544
20085,13171
20091,602401
20103,81758
20107,9703
20111,33195
20123,5979
20127,5620
20133,16007
20149,24383
20155,61998
20161,74232
20173,516042
20177,176875
20207,3138
20209,165429
21003,21315
21005,22747
21017,19788
21025,12630
21035,39001
21047,70461
21049,36263
21059,101511
21067,323152
21073,50991
21085,26427
21093,110958
21097,18886
21101,45210
21111,766757
21113,54115
21117,166998
21125,60813
21141,27102
21143,8210
21151,92987
21159,11195
21145,65418
21147,17231
21165,6489
21173,28157
21177,30622
21179,46233
21185,66799
21199,64979
21209,57004
21213,18572
21215,19351
NA,NA
21227,132896
21231,20333
22001,62045
22003,25627
22005,126604
22007,21891
22009,40144
22011,37497
22013,13241
22015,127039
22017,240204
22019,203436
22025,9494
22027,15670
22031,27463
22033,440059
22039,33395
22043,22389
22045,69830
22047,32511
22049,15744
22051,432493
22053,31368
22055,244390
22057,97614
22061,46742
22063,140789
22067,24874
22069,38158
22071,390144
22073,153279
22075,23197
22079,129648
22083,20122
22087,47244
22089,53100
22093,21096
22095,42837
22097,82124
22099,53431
22101,49348
22103,260419
22105,134758
22109,110461
22111,22108
NA,NA
22115,47429
22117,46194
22119,38340
22121,26465
22127,13904
23001,108277
23005,295003
23011,122302
23013,39772
23015,34634
23017,57975
23019,152148
23023,35856
NA,NA
23027,39715
23031,207641
24003,579234
24005,827370
24510,593490
24009,92525
24011,33406
24013,168447
24015,102855
24017,163257
24021,259547
24023,29014
24025,255441
24027,325690
24029,19422
24031,1050688
24033,909327
24035,50381
24039,25616
24037,113510
24041,37181
24043,151049
24045,103609
24047,52276
25001,212990
25003,124944
25005,565217
25007,17332
25009,789034
25011,70180
25013,466372
25015,160830
25017,1611699
25019,11399
25021,706775
25023,521202
25025,803907
NA,NA
25027,830622
26005,118081
26015,61550
26017,103126
26021,153401
26025,134159
26029,26143
26033,37349
26035,30950
26037,79595
26045,110268
26047,33415
26049,405813
26051,25449
26055,93088
26059,45605
26065,292406
26069,25127
26073,69872
26075,158510
26077,265066
26079,18038
26081,656955
26087,87607
26089,21761
26091,98451
26093,191995
26095,6229
26099,873972
26101,24558
26103,66699
26111,83156
26115,150500
26117,63888
26121,173566
26123,48980
26125,1257584
26137,24668
26139,291830
26143,24019
26145,190539
26151,41170
26147,159128
26157,52245
26159,75677
26161,367601
26163,1749343
26165,33631
27003,356921
27009,40889
27011,4991
27013,67653
27019,105089
27021,29779
27025,56579
27027,64222
27037,429021
27039,20934
27045,21067
27049,46340
27053,1265843
27063,9846
27073,6623
27079,28887
27091,19683
27099,40062
27103,34274
27109,158293
27123,550321
27129,14548
27131,66972
27139,149013
27141,97238
27137,199070
27145,161075
27147,36649
NA,NA
27157,21627
27161,18612
27163,262440
27169,50484
27171,138377
28001,30693
28005,12297
28007,18174
28011,30628
28013,14361
28017,17103
28019,8210
28025,19316
28027,22124
28029,28065
28033,184945
28035,74897
28037,7713
28039,24500
28043,20758
28045,47632
28047,208080
28049,231840
28051,17010
28053,8064
28057,23390
28059,143617
28067,68098
28071,54019
28073,63343
28077,12586
28079,22786
28081,85436
28083,28183
28085,34153
28087,58595
28089,106272
28091,24573
28093,35294
28095,35252
28097,9775
28101,21018
28103,10417
28105,49587
28107,34192
28109,55535
28111,11973
28113,39288
28115,32174
28117,25126
28121,155271
28123,28124
28127,26658
28129,15916
28133,25110
28135,13809
28137,28321
28139,22015
28143,9632
28145,28815
28147,14286
28151,43909
28155,9689
28157,8630
28159,17955
28163,29690
29001,25343
29013,16172
29019,180463
29027,44743
29029,46305
29031,78871
29037,105780
29043,88595
29047,249948
29049,20387
29051,76745
29053,17709
29069,29131
29071,103967
29077,293086
29083,21824
29095,703011
29097,121328
29099,225081
29101,54062
NA,NA
29107,32708
29119,22837
29135,16132
29139,11551
29145,58236
29155,15805
29157,19136
29165,104418
29169,52607
29173,10309
29175,24748
29201,38280
29205,5930
29183,402022
29187,67215
29189,994205
29510,300576
29213,55928
NA,NA
30007,6237
30013,81366
30029,103806
30031,114434
30041,16484
30043,12221
30049,69432
30057,8600
30063,119600
30081,43806
30085,11004
30093,34915
30111,161300
31001,31363
31019,49659
31025,26248
31047,23595
31053,36565
31055,571327
31107,8332
31109,319090
31111,34914
31119,35099
31127,6972
31153,187196
31155,21578
31177,20729
32510,55916
32003,2266715
32005,48905
32007,52778
32019,57510
32023,46523
NA,NA
32031,471519
33001,61303
33003,48910
33005,76085
33009,89886
33011,417025
33013,151391
33015,309769
33017,130633
33019,43146
34001,263670
34003,932202
34005,445349
34007,506471
34009,92039
34011,149527
34013,798975
34015,291636
34017,672391
34019,124371
34021,367430
34023,825062
34025,618795
34027,491845
34029,607186
34031,501826
34033,62385
34035,328934
34037,140488
34039,556341
NA,NA
34041,105267
35001,679121
35005,64615
35006,26675
35009,48954
35013,218195
35015,58460
35025,71070
35031,71367
35039,38921
35045,123958
35047,27277
35043,146748
35049,150358
35053,16637
35055,32723
36001,305506
36003,46091
36007,190488
36011,76576
36013,126903
36015,83456
36017,47207
36019,80485
36021,59461
36023,47581
36025,44135
36027,294218
36029,918702
36031,36885
36033,50022
36035,53383
36037,57280
36039,47188
36041,4416
36043,61319
36045,109834
36051,62914
36053,70941
36055,741770
36057,49221
36059,1356924
NA,NA
36063,209281
36065,228671
36067,460528
36069,109777
36071,384940
36073,40352
36075,117124
36077,59493
36079,98320
36083,158714
36087,325789
36091,229863
36093,155299
36095,30999
36089,107740
36101,95379
36103,1476601
36105,75432
36107,48203
36109,102180
36111,177573
36113,63944
36115,61204
36117,89918
36119,967506
36121,39859
37001,169509
37015,18947
37019,142820
37021,261191
37023,90485
37025,216453
37027,82178
37031,69473
37035,159551
37037,74470
37039,28612
37045,97947
37049,102139
37051,335509
37057,167609
37059,42846
37061,58741
37063,321488
37067,382295
37069,69685
37071,224529
37077,60443
37081,537174
37085,135976
37089,117417
37091,23677
37093,55234
37097,181806
37099,43938
37101,209339
37105,61779
37107,55949
37109,86111
37111,45756
37119,1110356
37123,27173
37125,100880
37127,94298
37129,234473
37131,19483
37133,197938
37135,148476
37139,39824
37147,180742
37151,143667
37153,44829
37155,130625
37159,142088
37163,63531
37165,34823
37167,62806
37175,34385
37179,239859
37181,44535
37183,1111761
37189,56177
37191,123131
37195,81801
38015,95626
38017,181923
38025,4424
38031,3210
38059,31364
38069,3975
38071,11519
38089,31489
38099,10641
38101,67641
39005,53484
39007,97241
39013,67006
39017,383134
39019,26914
39021,38885
39023,134083
39025,206428
39027,41968
39029,101883
39031,36600
39033,41494
39035,1235072
39037,51113
39039,38087
39041,209177
39043,74266
39045,157574
39047,28525
39049,1316756
39053,29898
39055,93649
39057,168937
39061,817473
39063,75783
39071,43161
39077,58266
39083,62322
39085,230149
39087,59463
39089,176862
39091,45672
39093,309833
39095,428348
39097,44731
39099,228683
39101,65093
39103,179746
39107,41172
39109,106987
39113,531687
39129,58457
39133,162466
39139,121154
39143,58518
39147,55178
39151,370606
39153,541013
39155,197974
39157,91987
39159,58988
39165,234602
39167,59911
39169,115710
39173,130817
40001,22194
40013,47995
40017,148306
40019,48111
40027,284014
40037,71522
40039,29003
40041,43009
40049,27711
40051,55834
40065,24530
40071,43538
40083,48011
40097,41100
40087,40474
40101,67997
40103,11131
40109,797434
40113,46963
40117,16376
40119,81784
40123,38284
40125,72592
40137,43143
40143,651552
40145,81289
40147,51527
41003,93053
41005,418187
41007,40224
41017,197692
41019,110980
41023,7199
41027,23382
41029,220944
41033,87487
41035,68238
41039,382067
41041,49962
41043,129749
41047,347818
41051,812855
41053,86085
41059,77950
41061,26835
41067,601592
41071,107100
42001,103009
42003,1216045
42005,64735
42007,163929
42011,421164
42015,60323
42017,628270
42019,187853
42021,130192
42025,64182
42027,162385
42029,524989
42033,79255
42037,64964
42041,253370
42043,278299
42045,566747
42049,269728
42051,129274
42055,155027
42059,36233
42067,24763
42069,209674
42071,545724
42073,85512
42075,141793
42077,369318
42079,317417
42081,113299
42085,109424
42089,170271
42091,830915
42093,18230
42095,305285
42101,1584064
42103,55809
42105,16526
42107,141359
42111,73447
42123,39191
42125,206865
42127,51361
42129,348899
42133,449058
NA,NA
44001,48479
44003,164292
44005,82082
44007,638931
NA,NA
44009,125577
45001,24527
45003,170872
45007,202558
45013,192122
45015,227907
45017,14553
45019,411406
45023,32244
45025,45650
45027,33745
45029,37677
45031,66618
45033,30479
45035,162809
45037,27260
45039,22347
45041,138293
45043,62680
45045,523542
45047,70811
45051,354081
45053,30073
45055,66551
45057,98012
45061,16828
45063,298750
45067,30657
45069,26118
45071,38440
45073,79546
45075,86175
45077,126884
45079,415759
45081,20473
45083,319785
45085,106721
45087,27316
45089,30368
45091,280979
46005,18453
46009,6901
46011,35077
46013,38839
46023,9292
46029,28009
46035,19775
46065,17526
46083,61128
46085,3781
46087,5586
46093,28332
46099,193134
46103,113775
47001,76978
47003,49713
47009,133088
47011,108110
47013,39842
47017,27767
47021,40667
47023,17297
47025,31959
47029,36004
47035,60520
47037,694144
47041,20490
47043,53948
47045,37159
47047,41133
47051,42208
47053,49133
47059,69069
47061,13427
47063,64934
47065,367804
47071,25652
47073,56786
47083,8201
47089,54495
47093,470313
47101,12268
47103,34366
47105,54068
47113,97984
47115,28907
47119,96387
47107,53794
47123,46545
47125,208993
47133,22241
47135,8076
47141,80245
47145,53382
47147,71813
47149,332285
47151,22068
47155,98250
47157,937166
47163,158348
47165,191283
47167,61599
NA,NA
47179,129375
47185,27345
47187,238412
47189,144657
48013,51153
48015,30032
48021,88723
48027,362924
48029,2003554
48031,11931
48037,93245
48039,374264
48041,229211
48049,37864
48053,48155
48061,423163
48067,30026
48069,7530
48071,43837
48085,1034730
48091,156209
48099,75951
48103,4797
48113,2635516
48123,20160
48117,18546
48121,887207
48133,18360
48141,839238
48139,184826
48143,42698
48145,17297
48147,35514
48149,25346
48157,811688
48165,21492
48167,342139
48181,136212
48183,123945
48185,28880
48187,166847
48189,33406
48199,57602
48201,4713325
48209,230191
48215,868707
48219,23021
48223,37084
48231,98594
48245,251565
48251,175817
48257,136154
48259,47431
48277,49859
48285,20154
48291,88219
48293,23437
48299,21795
48303,310569
48321,36643
48323,58722
48309,256623
48325,51584
48329,176832
48331,24823
48339,607391
48343,12388
48355,362294
48359,2112
48361,83396
48367,142878
48375,117415
48395,17074
48401,54406
48409,66730
48423,232751
48439,2102515
48445,12337
48451,119200
48453,1273954
48459,41753
48467,56590
48469,92084
48471,72971
48479,276652
48481,41556
48485,132230
48491,590551
48493,51070
49003,56046
49005,128289
49011,355481
49021,54839
49035,1160437
49043,42145
49045,72259
49049,636235
49051,34091
49053,177556
49057,260213
50001,36777
50003,35470
50005,29993
50007,163774
50011,49402
50015,25362
50017,28892
50019,27037
50021,58191
NA,NA
50023,58409
50025,42222
50027,55062
NA,NA
51001,32316
51003,109330
51510,159428
51009,31605
51013,236842
51019,78997
51023,33419
51036,6963
51540,47266
51550,244835
51041,352802
51047,52605
51590,40044
51059,1147532
51600,24019
51065,27270
51067,56042
51069,89313
51630,29036
51073,37348
51075,23753
51083,33911
51085,107766
51660,53016
51087,330818
51093,37109
51095,76523
51105,23423
51107,413538
51109,37591
51113,13261
51683,41085
51115,8834
51117,30587
51125,14930
51700,179225
51710,242742
51135,15232
51137,37051
51740,94398
51147,22802
51153,470335
51760,230436
51161,94186
51163,22573
51165,81948
51171,43616
51177,136215
51179,152882
51800,92108
51810,449974
51830,14954
51199,68280
53001,19983
53005,204390
53007,77200
53009,77331
53011,488241
53013,3985
53015,110593
53017,43429
53019,7627
53021,95222
53025,97733
53027,75061
53029,85141
53031,32221
53033,2252782
53035,271473
53037,47935
53039,22425
53041,80707
53043,10939
53045,66768
53047,42243
53053,904980
53055,17582
53057,129205
53061,822083
53063,522798
53065,45723
53067,290536
53071,60760
53073,229247
53075,50104
53077,250873
54003,119171
54033,67256
54035,28576
54037,57146
54039,178124
54045,32019
54049,56072
54051,30531
54055,58758
54061,105612
54069,41411
54077,33432
54079,56450
54081,73361
54093,6839
54107,83518
55007,15036
55009,264542
55015,50089
55017,64658
55021,57532
55025,546695
55027,87839
55031,43150
55033,45368
55035,104646
55039,103403
55043,51439
55045,36960
55049,23678
55055,84769
55057,26687
55059,169561
55063,118016
55073,135692
55079,945726
55081,46253
55087,187885
55089,89221
55093,42754
55101,196311
55105,163354
55111,64442
55117,115340
55109,90687
55127,103868
55131,136034
55133,404198
55139,171907
55141,72999
56001,38880
56005,46341
56007,14800
56013,39261
56021,99500
56025,79858
56029,29194
56033,30485
56037,42343
56039,23464
01001,55869
01003,223234
01009,57826
01011,10101
01013,19448
01015,113605
01017,33254
01019,26196
01021,44428
01023,12589
01027,13235
01029,14910
01033,55241
01037,10663
01041,13772
01043,83768
01047,37196
01049,71513
01051,81209
01055,102268
01059,31362
01069,105882
01071,51626
01073,658573
01075,13805
01077,92729
01079,32924
01081,164542
01083,98915
01085,9726
01089,372909
01091,18863
01093,29709
01095,96774
01097,413210
01101,226486
01103,119679
01107,19930
01109,33114
01113,57961
01117,217702
01115,89512
01121,79978
01123,40367
01125,209355
01127,63521
01129,16326
01131,10373
02020,288000
02090,96849
02110,31974
02122,58708
02130,13901
02170,108317
04001,71887
04003,125922
04005,143476
04009,38837
04012,21108
04013,4485414
04015,212181
04017,110924
04019,1047279
04021,462789
04023,46498
04025,235099
04027,213787
05007,279141
05009,37432
05011,10763
05017,10118
05019,22320
05023,24919
05025,7956
05027,23457
05029,20846
05031,110332
05033,63257
05035,47955
05037,16419
05041,11361
05043,18219
05045,126007
05051,99386
05053,18265
05055,45325
05057,21532
05059,33771
05061,13202
05063,37825
05069,66824
05075,16406
05079,13024
05085,73309
05109,10718
05111,23528
05113,19964
05115,64072
05119,391911
05121,17958
05125,122437
05129,7881
05131,127827
05133,17007
05137,12506
05139,38682
NA,NA
05141,16545
05143,239187
05145,78753
05147,6320
06001,1671329
06005,39752
06007,219186
06009,45905
06013,1153526
06017,192843
06019,999101
06023,135558
06025,181215
06027,18039
06029,900202
06037,10039107
06039,157327
06041,258826
06045,86749
06047,277680
06051,14444
06053,434061
06055,137744
06057,99755
06059,3175692
06061,398329
06065,2470546
06067,1552058
06069,62808
06071,2180085
06073,3338330
06075,881549
06077,762148
06079,283111
06081,766573
06083,446499
06085,1927852
06087,273213
06089,180080
06093,43539
06095,447643
06097,494336
06099,550660
06101,96971
06107,466195
NA,NA
06111,846006
06113,220500
06115,78668
08001,517421
08005,656590
08013,326196
08014,70465
08015,20356
08019,9700
08025,6061
08029,31162
08031,727211
08035,351154
08037,55127
08041,720403
08039,26729
08043,47839
08045,60061
08049,15734
08051,17462
08053,820
08055,6897
08059,582881
08063,7097
08067,56221
08069,356899
08075,22409
08077,154210
08085,42758
08087,29068
08089,18278
08093,18845
08097,17767
08101,168424
08105,11267
08107,25638
08113,8179
08117,31011
08119,25388
NA,NA
08121,4908
08123,324492
08125,10019
09001,943332
09003,891720
09005,180333
09007,162436
09009,854757
09011,265206
09013,150721
09015,116782
10001,180786
10003,558753
10005,234225
11001,705749
12001,269043
12003,29210
12005,174705
12007,28201
12009,601942
12011,1952778
12015,188910
12017,149657
12019,219252
12021,384902
12023,71686
12027,38001
12031,957755
12033,318316
12035,115081
12039,45660
12053,193920
12055,106221
12057,1471968
12061,159923
12063,46414
12069,367118
12071,770577
12073,293582
12081,403253
12083,365579
12085,161000
12086,2716940
12087,74228
12089,88625
12091,210738
12095,1393452
12097,375751
12099,1496770
12101,553947
12103,974996
12105,724777
12107,74521
12113,184313
12115,433742
12117,471826
12109,264672
12111,328297
12119,132420
NA,NA
12127,553284
12131,74071
12133,25473
13007,3038
13009,44890
13013,83240
13015,107738
13017,16700
13021,153159
13029,39627
13033,22383
13035,24936
13037,6189
13039,54666
13045,119992
13047,67580
13049,13392
13051,289430
13055,24789
13057,258773
13059,128331
13063,292256
13065,6618
13067,760141
13069,43273
13071,45600
13073,156714
13077,148509
13081,22372
13085,26108
13089,759297
13087,26404
13091,20605
13095,87956
13097,146343
13099,10190
13103,64296
13111,26188
13113,114421
13115,98498
13117,244252
13119,23349
13121,1063937
13127,85292
13129,57963
13133,18324
13135,936250
13139,204441
13143,29792
13145,35236
13149,11923
13151,234561
13153,157863
13155,9416
13157,72977
13159,14219
13169,28735
13171,19077
13175,47546
13177,29992
13179,61435
13181,7921
13183,19559
13185,117406
13187,33610
13193,12947
13195,29880
13189,21312
13199,21167
13201,5718
13205,21863
13207,27578
13211,19276
13215,195769
13217,111744
13219,40280
13223,168667
13225,27546
13227,32591
13229,19465
13233,42613
13235,11137
13243,6778
13245,202518
13247,90896
13253,8090
13255,66703
13257,25925
13261,29524
13267,25286
13269,8020
13271,15860
13273,8531
13275,44451
13277,40644
13279,26830
13285,69922
13287,7985
13289,8120
NA,NA
13297,94593
13299,35734
13303,20374
13311,30798
13313,104628
13317,9777
13321,20247
NA,NA
15001,201513
15003,974563
15007,72293
15009,167417
NA,NA
16001,481587
16005,87808
16011,46811
16013,23021
16027,229849
16031,24030
16037,4315
16043,13099
16049,16667
16051,29871
16055,165697
16065,39907
16069,40408
16075,23951
16081,12142
16083,86878
NA,NA
16085,11392
17001,65435
17019,209689
17021,32304
17027,37562
17031,5150233
17035,10766
17037,104897
17041,19465
17043,922921
17055,38469
17063,51054
17077,56750
17085,21235
17089,532403
17091,109862
17093,128990
17099,108669
17097,696535
17105,35648
17119,262966
17123,11438
17111,307774
17113,171517
17133,34637
17137,33658
17143,179179
17161,141879
17167,194672
17163,259686
17177,44498
17179,131803
NA,NA
17189,13887
17195,55175
17197,690743
17199,66597
17201,282572
17203,38459
18001,35777
18003,379299
18005,83779
18011,67843
18013,15092
18019,118302
18033,43475
18029,49458
18031,26559
18035,114135
18037,42736
18039,206341
18041,23102
18043,78522
18045,16346
18047,22758
18051,33659
18053,65769
18057,338011
18059,78168
18061,40515
18063,170311
18067,82544
18071,44231
18073,33562
18079,27735
18081,158167
18091,109888
18089,485493
18093,45370
18095,129569
18097,964582
18099,46258
18103,35516
18105,148431
18107,38338
18109,70489
18113,47744
18115,5875
18117,19646
18119,20799
18127,170389
18129,25427
18133,37576
18137,28324
18139,16581
18143,23873
18145,44729
18141,271826
18149,22995
18153,20669
18157,195732
18159,15148
18163,181451
18167,107038
18171,8265
18173,62998
18175,28036
18177,65884
18179,28296
19001,7152
19005,13687
19007,12426
19011,25645
19013,131228
19019,21175
19027,20165
19031,18627
19033,42450
19043,17549
19049,93453
19057,38967
19061,97311
19065,19650
19081,10630
19085,14049
19087,19954
19099,37185
19103,151140
19109,14813
19113,226706
19123,22095
19133,8615
19139,42664
19145,15107
19153,490161
19155,93206
19157,18504
19163,172943
19167,34855
19169,97117
19171,16854
19179,34969
19181,51466
19183,21965
19191,19991
19193,103107
20011,14534
20015,66911
20021,19939
20037,38818
20043,7600
20045,122259
20057,33619
20059,25544
20085,13171
20087,19043
20091,602401
20103,81758
20107,9703
20111,33195
20123,5979
20127,5620
20133,16007
20149,24383
20155,61998
20161,74232
20173,516042
20177,176875
20191,22836
20207,3138
20209,165429
21003,21315
21005,22747
21015,133581
21017,19788
21025,12630
21035,39001
21047,70461
21049,36263
21059,101511
21067,323152
21073,50991
21085,26427
21093,110958
21097,18886
21101,45210
21107,44686
21111,766757
21113,54115
21117,166998
21125,60813
21141,27102
21143,8210
21151,92987
21159,11195
21161,17070
21145,65418
21147,17231
21165,6489
21167,21933
21173,28157
21177,30622
21179,46233
21185,66799
21199,64979
21209,57004
21213,18572
21215,19351
21225,14381
NA,NA
21227,132896
21231,20333
21233,12942
22001,62045
22003,25627
22005,126604
22007,21891
22009,40144
22011,37497
22013,13241
22015,127039
22017,240204
22019,203436
22025,9494
22027,15670
22031,27463
22033,440059
22037,19135
22039,33395
22043,22389
22045,69830
22047,32511
22049,15744
22051,432493
22053,31368
22059,14892
22055,244390
22057,97614
22061,46742
22063,140789
22065,10951
22067,24874
22069,38158
22071,390144
22073,153279
22075,23197
22077,21730
22079,129648
22083,20122
22087,47244
22089,53100
22093,21096
22095,42837
22097,82124
22099,53431
22101,49348
22103,260419
22105,134758
22109,110461
22111,22108
NA,NA
22113,59511
22115,47429
22117,46194
22119,38340
22121,26465
22127,13904
23001,108277
23005,295003
23007,30199
23011,122302
23013,39772
23015,34634
23017,57975
23019,152148
23023,35856
NA,NA
23027,39715
23031,207641
24003,579234
24005,827370
24510,593490
24009,92525
24011,33406
24013,168447
24015,102855
24017,163257
24021,259547
24023,29014
24025,255441
24027,325690
24029,19422
24031,1050688
24033,909327
24035,50381
24039,25616
24037,113510
24041,37181
24043,151049
24045,103609
24047,52276
25001,212990
25003,124944
25005,565217
25007,17332
25009,789034
25011,70180
25013,466372
25015,160830
25017,1611699
25019,11399
25021,706775
25023,521202
25025,803907
NA,NA
25027,830622
26005,118081
26015,61550
26017,103126
26021,153401
26025,134159
26029,26143
26033,37349
26035,30950
26037,79595
26045,110268
26047,33415
26049,405813
26051,25449
26053,13975
26055,93088
26059,45605
26065,292406
26067,64697
26069,25127
26073,69872
26075,158510
26077,265066
26079,18038
26081,656955
26087,87607
26089,21761
26091,98451
26093,191995
26095,6229
26099,873972
26101,24558
26103,66699
26107,43453
26111,83156
26113,15118
26115,150500
26117,63888
26121,173566
26123,48980
26125,1257584
26127,26467
26129,20997
26137,24668
26139,291830
26143,24019
26145,190539
26151,41170
26155,68122
26147,159128
26157,52245
NA,NA
26159,75677
26161,367601
26163,1749343
26165,33631
27003,356921
27009,40889
27011,4991
27013,67653
27019,105089
27021,29779
27025,56579
27027,64222
27037,429021
27039,20934
27045,21067
27049,46340
27053,1265843
27063,9846
27067,43199
27073,6623
27079,28887
27091,19683
27099,40062
27103,34274
27109,158293
27123,550321
27129,14548
27131,66972
27139,149013
27141,97238
27143,14865
27137,199070
27145,161075
27147,36649
NA,NA
27157,21627
27161,18612
27163,262440
27167,6207
27169,50484
27171,138377
28001,30693
28005,12297
28007,18174
28009,8259
28011,30628
28013,14361
28017,17103
28019,8210
28025,19316
28027,22124
28029,28065
28033,184945
28035,74897
28037,7713
28039,24500
28043,20758
28045,47632
28047,208080
28049,231840
28051,17010
28053,8064
28057,23390
28059,143617
28067,68098
28071,54019
28073,63343
28075,74125
28077,12586
28079,22786
28081,85436
28083,28183
28085,34153
28087,58595
28089,106272
28091,24573
28093,35294
28095,35252
28097,9775
28101,21018
28103,10417
28105,49587
28107,34192
28109,55535
28111,11973
28113,39288
28115,32174
28117,25126
28119,6792
28121,155271
28123,28124
28127,26658
28129,15916
28133,25110
28135,13809
28137,28321
28139,22015
28143,9632
28145,28815
28147,14286
28151,43909
28155,9689
28157,8630
28159,17955
28161,12108
